filename,filepath,category,area,volume,aabb_volume,compactness,diameter,convexity,eccentricity,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9
D00764_5192.obj,normalized_data/Rocket/D00764_5192.obj,Rocket,0.458,0.005,0.017,3866.161,1.001,0.466,95.84,0.394,0.115,0.0675,0.05,0.0425,0.042,0.0465,0.071,0.0885,0.083,0.3045,0.23,0.211,0.1375,0.0425,0.0595,0.015,0.0,0.0,0.0,0.3245,0.253,0.159,0.1075,0.083,0.052,0.021,0.0,0.0,0.0,0.322,0.583,0.094,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00354_7867.obj,normalized_data/Rocket/D00354_7867.obj,Rocket,0.909,0.047,0.108,338.586,1.001,0.857,9.639,0.1465,0.215,0.1585,0.132,0.103,0.1005,0.07,0.052,0.02,0.0025,0.0,0.237,0.377,0.265,0.1115,0.0095,0.0,0.0,0.0,0.0,0.0925,0.2595,0.3015,0.179,0.1145,0.047,0.006,0.0,0.0,0.0,0.036,0.223,0.3765,0.3145,0.05,0.0,0.0,0.0,0.0,0.0,0.0885,0.413,0.4195,0.079,0.0,0.0,0.0,0.0,0.0,0.0
D00719_7915.obj,normalized_data/Rocket/D00719_7915.obj,Rocket,0.392,0.006,0.02,1679.789,1.0,0.398,23.057,0.2495,0.1795,0.1115,0.0945,0.095,0.08,0.056,0.062,0.055,0.017,0.171,0.3415,0.06,0.3015,0.1105,0.0155,0.0,0.0,0.0,0.0,0.282,0.2765,0.2575,0.108,0.034,0.023,0.019,0.0,0.0,0.0,0.165,0.5325,0.2755,0.026,0.001,0.0,0.0,0.0,0.0,0.0,0.4025,0.56,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00343_7584.obj,normalized_data/Rocket/D00343_7584.obj,Rocket,0.565,0.005,0.031,6433.198,1.0,0.354,53.152,0.3655,0.1535,0.077,0.0615,0.049,0.0445,0.05,0.0715,0.0855,0.042,0.207,0.2455,0.307,0.172,0.0425,0.024,0.002,0.0,0.0,0.0,0.27,0.2545,0.2135,0.1305,0.0815,0.037,0.013,0.0,0.0,0.0,0.217,0.581,0.197,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.521,0.4765,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00428_4750.obj,normalized_data/Rocket/D00428_4750.obj,Rocket,0.417,0.011,0.022,579.062,0.987,0.769,36.879,0.287,0.1875,0.103,0.059,0.0545,0.0625,0.0635,0.073,0.079,0.031,0.1525,0.243,0.1905,0.2765,0.1365,0.001,0.0,0.0,0.0,0.0,0.194,0.277,0.2005,0.153,0.1085,0.061,0.006,0.0,0.0,0.0,0.1065,0.4805,0.392,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.3005,0.667,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00472_5278.obj,normalized_data/Rocket/D00472_5278.obj,Rocket,0.491,0.015,0.03,532.97,1.001,0.76,34.736,0.3085,0.1795,0.082,0.068,0.0575,0.0525,0.068,0.0715,0.0795,0.033,0.1255,0.207,0.207,0.2355,0.1925,0.0325,0.0,0.0,0.0,0.0,0.1665,0.2865,0.1725,0.1465,0.1245,0.0775,0.026,0.0,0.0,0.0,0.101,0.4035,0.417,0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.2475,0.645,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00437_4841.obj,normalized_data/Rocket/D00437_4841.obj,Rocket,0.36,-0.007,0.017,907.217,1.002,-0.632,85.305,0.3705,0.149,0.0725,0.049,0.0455,0.047,0.0565,0.071,0.094,0.045,0.141,0.2365,0.163,0.2575,0.191,0.011,0.0,0.0,0.0,0.0,0.205,0.2425,0.2115,0.1405,0.096,0.086,0.0185,0.0,0.0,0.0,0.1635,0.489,0.3335,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.4235,0.5685,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00528_6258.obj,normalized_data/Rocket/D00528_6258.obj,Rocket,0.636,-0.029,0.064,301.737,0.999,-0.849,13.464,0.177,0.228,0.1475,0.0915,0.0805,0.078,0.0705,0.072,0.0495,0.0055,0.0,0.4035,0.243,0.198,0.148,0.0075,0.0,0.0,0.0,0.0,0.122,0.3315,0.2315,0.1555,0.096,0.05,0.013,0.0005,0.0,0.0,0.0505,0.309,0.4315,0.2055,0.0035,0.0,0.0,0.0,0.0,0.0,0.1325,0.512,0.352,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
D00585_6305.obj,normalized_data/Rocket/D00585_6305.obj,Rocket,0.764,0.019,0.105,1201.181,1.016,0.404,18.807,0.2625,0.1835,0.106,0.0985,0.0795,0.055,0.07,0.063,0.0555,0.0265,0.0705,0.2055,0.2815,0.292,0.132,0.0185,0.0,0.0,0.0,0.0,0.133,0.3295,0.18,0.1465,0.1345,0.0575,0.019,0.0,0.0,0.0,0.074,0.386,0.3915,0.1295,0.0175,0.0015,0.0,0.0,0.0,0.0,0.2055,0.579,0.2065,0.009,0.0,0.0,0.0,0.0,0.0,0.0
D00433_8247.obj,normalized_data/Rocket/D00433_8247.obj,Rocket,0.803,-0.014,0.064,2808.231,1.001,-0.364,15.925,0.2145,0.2025,0.1315,0.0995,0.0855,0.073,0.0555,0.072,0.0445,0.0215,0.136,0.319,0.244,0.224,0.0385,0.0345,0.004,0.0,0.0,0.0,0.143,0.371,0.239,0.1295,0.072,0.0285,0.017,0.0,0.0,0.0,0.088,0.3845,0.4165,0.104,0.006,0.001,0.0,0.0,0.0,0.0,0.255,0.5825,0.158,0.0045,0.0,0.0,0.0,0.0,0.0,0.0
D00975_4574.obj,normalized_data/Rocket/D00975_4574.obj,Rocket,0.631,-0.024,0.054,452.24,1.0,-0.795,33.501,0.2545,0.198,0.1135,0.0755,0.07,0.0595,0.0615,0.0725,0.0745,0.0205,0.0075,0.3315,0.217,0.2655,0.1675,0.011,0.0,0.0,0.0,0.0,0.1635,0.2885,0.2165,0.158,0.0885,0.07,0.014,0.001,0.0,0.0,0.207,0.28,0.3295,0.18,0.0035,0.0,0.0,0.0,0.0,0.0,0.3685,0.4625,0.1685,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
m862_10546.obj,normalized_data/Shelf/m862_10546.obj,Shelf,2.505,0.027,0.436,22332.699,1.444,0.069,7.183,0.108,0.2045,0.186,0.1515,0.149,0.098,0.052,0.031,0.0125,0.0075,0.0,0.029,0.0525,0.1185,0.2045,0.383,0.164,0.047,0.0015,0.0,0.031,0.0585,0.1335,0.1585,0.147,0.158,0.143,0.1335,0.0335,0.0035,0.0125,0.044,0.087,0.1395,0.1855,0.244,0.157,0.081,0.0445,0.005,0.0285,0.1045,0.198,0.214,0.2405,0.154,0.055,0.0055,0.0,0.0
m859_7762.obj,normalized_data/Shelf/m859_7762.obj,Shelf,9.525,-0.053,0.215,308876.519,1.253,-0.246,11.156,0.119,0.2365,0.185,0.1355,0.1125,0.076,0.06,0.046,0.0225,0.007,0.012,0.1435,0.2525,0.235,0.274,0.075,0.008,0.0,0.0,0.0,0.041,0.1895,0.2535,0.2105,0.1615,0.0875,0.0495,0.0065,0.0005,0.0,0.0175,0.1225,0.2935,0.294,0.174,0.079,0.017,0.0025,0.0,0.0,0.0605,0.2635,0.3925,0.2295,0.0505,0.0035,0.0,0.0,0.0,0.0
m864_8837.obj,normalized_data/Shelf/m864_8837.obj,Shelf,2.004,-0.014,0.083,43558.999,1.13,-0.163,33.649,0.1995,0.192,0.154,0.1145,0.0905,0.08,0.0725,0.047,0.0345,0.0155,0.0375,0.135,0.241,0.2265,0.1665,0.1935,0.0,0.0,0.0,0.0,0.053,0.1825,0.2335,0.2175,0.1385,0.1065,0.05,0.0185,0.0,0.0,0.03,0.155,0.2985,0.2545,0.164,0.076,0.022,0.0,0.0,0.0,0.0755,0.3725,0.3985,0.1425,0.011,0.0,0.0,0.0,0.0,0.0
D00352_10769.obj,normalized_data/Shelf/D00352_10769.obj,Shelf,2.889,-0.021,0.108,55321.753,1.101,-0.193,16.265,0.1475,0.1965,0.171,0.1455,0.12,0.0885,0.069,0.031,0.0205,0.0105,0.017,0.053,0.1925,0.3325,0.3205,0.0845,0.0,0.0,0.0,0.0,0.045,0.1515,0.1985,0.208,0.23,0.115,0.047,0.005,0.0,0.0,0.0155,0.111,0.2395,0.2775,0.1885,0.1185,0.0455,0.004,0.0,0.0,0.06,0.262,0.3795,0.238,0.06,0.0005,0.0,0.0,0.0,0.0
D00691_5210.obj,normalized_data/Shelf/D00691_5210.obj,Shelf,8.861,0.028,0.071,889374.523,1.114,0.395,68.432,0.1855,0.2115,0.148,0.106,0.0975,0.0755,0.06,0.054,0.04,0.022,0.0205,0.205,0.3165,0.268,0.1675,0.0225,0.0,0.0,0.0,0.0,0.1065,0.2515,0.2495,0.2,0.1155,0.063,0.0125,0.0015,0.0,0.0,0.0595,0.2645,0.3415,0.217,0.103,0.014,0.0005,0.0,0.0,0.0,0.215,0.504,0.2675,0.0135,0.0,0.0,0.0,0.0,0.0,0.0
m861_11078.obj,normalized_data/Shelf/m861_11078.obj,Shelf,3.96,-0.021,0.149,139435.789,1.376,-0.142,30.044,0.1625,0.186,0.1615,0.137,0.109,0.0845,0.0665,0.0455,0.036,0.0115,0.0115,0.1215,0.1835,0.1835,0.263,0.1725,0.0545,0.01,0.0,0.0,0.049,0.1325,0.2105,0.1755,0.188,0.1265,0.0815,0.029,0.0065,0.001,0.022,0.1245,0.229,0.239,0.179,0.1165,0.054,0.029,0.0065,0.0005,0.061,0.2825,0.378,0.2265,0.0505,0.0015,0.0,0.0,0.0,0.0
m850_10685.obj,normalized_data/Shelf/m850_10685.obj,Shelf,5.314,-0.014,0.145,719329.492,1.292,-0.099,39.708,0.1645,0.196,0.158,0.132,0.1285,0.0915,0.056,0.0345,0.0315,0.0075,0.023,0.057,0.073,0.131,0.3435,0.311,0.0615,0.0,0.0,0.0,0.0495,0.105,0.1225,0.1815,0.1765,0.1505,0.1135,0.0825,0.0185,0.0,0.018,0.085,0.1595,0.231,0.184,0.138,0.1125,0.0525,0.0195,0.0,0.047,0.202,0.359,0.286,0.1005,0.0055,0.0,0.0,0.0,0.0
D00631_6295.obj,normalized_data/Shelf/D00631_6295.obj,Shelf,4.081,-0.012,0.069,464573.987,1.029,-0.194,66.838,0.2195,0.162,0.153,0.1065,0.1,0.0735,0.0655,0.049,0.0365,0.0345,0.0,0.012,0.4925,0.3815,0.1025,0.0115,0.0,0.0,0.0,0.0,0.1285,0.227,0.1485,0.2425,0.1845,0.0615,0.007,0.0005,0.0,0.0,0.2305,0.1575,0.1865,0.2305,0.1405,0.0525,0.002,0.0,0.0,0.0,0.523,0.2725,0.1665,0.038,0.0,0.0,0.0,0.0,0.0,0.0
D00956_7950.obj,normalized_data/Shelf/D00956_7950.obj,Shelf,2.949,-0.212,0.114,572.038,1.131,-1.909,25.43,0.174,0.186,0.1625,0.134,0.106,0.0765,0.0675,0.0535,0.031,0.009,0.018,0.1875,0.2045,0.2585,0.222,0.1085,0.001,0.0,0.0,0.0,0.0545,0.199,0.217,0.2085,0.16,0.099,0.0545,0.0075,0.0,0.0,0.0325,0.151,0.302,0.2745,0.144,0.075,0.0175,0.0035,0.0,0.0,0.0815,0.359,0.3955,0.142,0.021,0.001,0.0,0.0,0.0,0.0
D00781_11313.obj,normalized_data/Shelf/D00781_11313.obj,Shelf,5.745,-0.033,0.147,176437.566,1.015,-0.233,6.358,0.111,0.196,0.191,0.1665,0.123,0.0865,0.0625,0.036,0.0185,0.009,0.0125,0.1315,0.219,0.3765,0.2465,0.014,0.0,0.0,0.0,0.0,0.065,0.1775,0.26,0.2425,0.1665,0.0805,0.008,0.0,0.0,0.0,0.026,0.1525,0.266,0.3,0.1815,0.061,0.013,0.0,0.0,0.0,0.0685,0.275,0.358,0.2305,0.065,0.003,0.0,0.0,0.0,0.0
D00198_9669.obj,normalized_data/Shelf/D00198_9669.obj,Shelf,5.958,-0.021,0.16,492128.935,1.237,-0.133,15.361,0.153,0.1985,0.1855,0.1275,0.1035,0.0815,0.0575,0.043,0.035,0.015,0.0175,0.1675,0.2085,0.2255,0.242,0.1215,0.0175,0.0,0.0,0.0,0.0475,0.163,0.221,0.2145,0.17,0.126,0.043,0.0125,0.0025,0.0,0.0315,0.139,0.251,0.2695,0.1775,0.085,0.0395,0.005,0.002,0.0,0.092,0.302,0.3635,0.191,0.047,0.0045,0.0,0.0,0.0,0.0
m858_9305.obj,normalized_data/Shelf/m858_9305.obj,Shelf,1.3,-0.05,0.05,878.8,1.122,-1.0,54.237,0.197,0.2015,0.154,0.1115,0.0835,0.074,0.065,0.06,0.0365,0.017,0.0345,0.1385,0.227,0.2035,0.216,0.1805,0.0,0.0,0.0,0.0,0.0655,0.187,0.204,0.201,0.1415,0.111,0.0655,0.0245,0.0,0.0,0.0295,0.1735,0.3005,0.2455,0.162,0.074,0.015,0.0,0.0,0.0,0.133,0.375,0.3955,0.0955,0.001,0.0,0.0,0.0,0.0,0.0
D00725_5831.obj,normalized_data/Shelf/D00725_5831.obj,Shelf,3.693,-0.011,0.093,437136.213,1.044,-0.121,15.611,0.2525,0.153,0.1075,0.1065,0.1155,0.099,0.063,0.0495,0.037,0.0165,0.0,0.3745,0.3935,0.1915,0.0295,0.011,0.0,0.0,0.0,0.0,0.36,0.1885,0.143,0.238,0.062,0.0065,0.002,0.0,0.0,0.0,0.413,0.244,0.178,0.124,0.0365,0.0045,0.0,0.0,0.0,0.0,0.617,0.268,0.094,0.02,0.001,0.0,0.0,0.0,0.0,0.0
m866_8569.obj,normalized_data/Shelf/m866_8569.obj,Shelf,4.162,0.055,0.307,24148.631,1.422,0.178,10.964,0.1365,0.1835,0.192,0.144,0.1245,0.097,0.062,0.0315,0.0215,0.0075,0.0,0.0315,0.109,0.0655,0.2425,0.3215,0.219,0.011,0.0,0.0,0.0315,0.061,0.147,0.1465,0.1695,0.136,0.1645,0.1085,0.0265,0.009,0.015,0.059,0.11,0.1815,0.1895,0.184,0.1175,0.0815,0.0475,0.0145,0.0395,0.1225,0.2225,0.266,0.22,0.101,0.0275,0.001,0.0,0.0
m844_10990.obj,normalized_data/Shelf/m844_10990.obj,Shelf,5.992,0.025,0.159,336587.741,1.322,0.159,34.875,0.179,0.169,0.163,0.1445,0.1155,0.0835,0.0585,0.0485,0.0265,0.012,0.0185,0.0415,0.0675,0.147,0.381,0.2515,0.093,0.0,0.0,0.0,0.0405,0.1125,0.1275,0.1675,0.157,0.1905,0.138,0.0575,0.0085,0.0005,0.014,0.08,0.1755,0.218,0.1765,0.134,0.1115,0.0695,0.021,0.0,0.051,0.2195,0.337,0.282,0.1025,0.0075,0.0005,0.0,0.0,0.0
D00057_9850.obj,normalized_data/Shelf/D00057_9850.obj,Shelf,3.958,0.026,0.137,93394.77,1.167,0.188,28.869,0.18018018018018017,0.16216216216216217,0.12112112112112113,0.13813813813813813,0.14664664664664664,0.12762762762762764,0.06106106106106106,0.033533533533533534,0.018518518518518517,0.011011011011011011,0.0,0.0,0.011,0.38,0.436,0.173,0.0,0.0,0.0,0.0,0.076,0.2285,0.119,0.067,0.1135,0.2305,0.1405,0.025,0.0,0.0,0.0515,0.131,0.185,0.2285,0.2,0.1465,0.0515,0.006,0.0,0.0,0.143,0.2375,0.2985,0.252,0.068,0.001,0.0,0.0,0.0,0.0
D00887_11971.obj,normalized_data/Shelf/D00887_11971.obj,Shelf,2.873,-0.097,0.058,2503.893,1.056,-1.677,40.072,0.1795,0.2065,0.15,0.107,0.102,0.0815,0.056,0.056,0.043,0.0185,0.081,0.1855,0.2525,0.23,0.1935,0.0575,0.0,0.0,0.0,0.0,0.064,0.223,0.2475,0.2275,0.121,0.084,0.0305,0.0025,0.0,0.0,0.035,0.2195,0.3345,0.241,0.119,0.0475,0.0035,0.0,0.0,0.0,0.1155,0.4775,0.3455,0.061,0.0005,0.0,0.0,0.0,0.0,0.0
D00171_8481.obj,normalized_data/Shelf/D00171_8481.obj,Shelf,4.409,-0.012,0.084,612885.859,1.113,-0.141,17.584,0.1615,0.21,0.1535,0.119,0.105,0.0895,0.0675,0.0475,0.0335,0.013,0.0295,0.1505,0.3025,0.2335,0.2085,0.0755,0.0,0.0,0.0,0.0,0.0605,0.216,0.243,0.208,0.1265,0.0935,0.0455,0.007,0.0,0.0,0.021,0.168,0.326,0.301,0.1295,0.049,0.0055,0.0,0.0,0.0,0.105,0.339,0.39,0.1545,0.0115,0.0,0.0,0.0,0.0,0.0
m857_10117.obj,normalized_data/Shelf/m857_10117.obj,Shelf,8.371,-0.119,0.219,41282.174,1.25,-0.546,8.603,0.1095,0.22,0.181,0.1625,0.112,0.078,0.0695,0.0415,0.02,0.006,0.0125,0.081,0.1675,0.295,0.1825,0.237,0.0245,0.0,0.0,0.0,0.025,0.1245,0.218,0.2065,0.191,0.1265,0.072,0.031,0.0055,0.0,0.006,0.0685,0.1755,0.253,0.256,0.147,0.0715,0.0205,0.002,0.0,0.026,0.1745,0.308,0.3085,0.151,0.031,0.001,0.0,0.0,0.0
m860_7779.obj,normalized_data/Shelf/m860_7779.obj,Shelf,2.514,-0.031,0.226,16748.881,1.226,-0.141,10.558,0.1235,0.2,0.1785,0.1625,0.122,0.0915,0.055,0.0345,0.022,0.0105,0.0225,0.056,0.034,0.3175,0.344,0.2095,0.0165,0.0,0.0,0.0,0.037,0.115,0.192,0.169,0.1625,0.1855,0.1125,0.024,0.0025,0.0,0.0135,0.093,0.156,0.2295,0.232,0.1515,0.0865,0.034,0.004,0.0,0.0415,0.1665,0.2935,0.2865,0.1615,0.049,0.0015,0.0,0.0,0.0
m863_8781.obj,normalized_data/Shelf/m863_8781.obj,Shelf,2.421,-0.02,0.118,37317.042,1.18,-0.165,24.308,0.165,0.2035,0.174,0.1195,0.1155,0.0795,0.052,0.05,0.0315,0.0095,0.01,0.1185,0.154,0.3055,0.1705,0.2415,0.0,0.0,0.0,0.0,0.039,0.1575,0.1845,0.1865,0.204,0.1205,0.064,0.0425,0.0015,0.0,0.021,0.116,0.2415,0.255,0.191,0.1115,0.0515,0.0125,0.0,0.0,0.053,0.2805,0.381,0.2335,0.051,0.001,0.0,0.0,0.0,0.0
m854_10087.obj,normalized_data/Shelf/m854_10087.obj,Shelf,5.07,0.07,0.177,26352.138,1.4,0.399,29.994,0.1645,0.1945,0.1805,0.13,0.1045,0.07,0.0605,0.044,0.033,0.0185,0.0155,0.082,0.139,0.15,0.235,0.2575,0.115,0.006,0.0,0.0,0.039,0.103,0.173,0.1595,0.1935,0.128,0.1215,0.057,0.0205,0.005,0.0125,0.0975,0.1755,0.219,0.197,0.1375,0.094,0.048,0.016,0.003,0.059,0.2585,0.3435,0.2405,0.087,0.0105,0.001,0.0,0.0,0.0
m865_9564.obj,normalized_data/Shelf/m865_9564.obj,Shelf,3.065,0.03,0.18,31119.242,1.265,0.169,16.705,0.1425,0.171,0.1725,0.153,0.124,0.0945,0.0655,0.0355,0.03,0.0115,0.0135,0.0535,0.146,0.212,0.2445,0.2725,0.058,0.0,0.0,0.0,0.043,0.117,0.1565,0.204,0.1425,0.1755,0.0975,0.052,0.012,0.0,0.011,0.0725,0.155,0.249,0.2205,0.152,0.091,0.042,0.007,0.0,0.058,0.1915,0.3155,0.277,0.1285,0.0285,0.001,0.0,0.0,0.0
D00917_8337.obj,normalized_data/Shelf/D00917_8337.obj,Shelf,3.353,-0.017,0.121,131211.695,1.057,-0.146,10.181,0.127,0.2085,0.182,0.137,0.1105,0.0895,0.0615,0.046,0.027,0.011,0.0215,0.0905,0.259,0.218,0.317,0.094,0.0,0.0,0.0,0.0,0.048,0.164,0.2445,0.2255,0.1435,0.1,0.0685,0.006,0.0,0.0,0.019,0.125,0.234,0.291,0.2215,0.093,0.0165,0.0,0.0,0.0,0.0675,0.242,0.36,0.243,0.082,0.0055,0.0,0.0,0.0,0.0
m849_11023.obj,normalized_data/Shelf/m849_11023.obj,Shelf,4.366,0.024,0.109,142242.63,1.208,0.224,34.464,0.157,0.1875,0.1545,0.119,0.108,0.0885,0.072,0.0565,0.038,0.019,0.029,0.12,0.209,0.27,0.1865,0.1745,0.011,0.0,0.0,0.0,0.0485,0.168,0.2105,0.211,0.174,0.1025,0.0565,0.028,0.001,0.0,0.015,0.122,0.262,0.2715,0.167,0.1065,0.049,0.007,0.0,0.0,0.078,0.32,0.411,0.1695,0.0205,0.001,0.0,0.0,0.0,0.0
m1471_9332.obj,normalized_data/Ship/m1471_9332.obj,Ship,1.274,-0.022,0.154,4203.673,1.017,-0.288,23.343,0.154,0.2025,0.1845,0.1165,0.098,0.0885,0.066,0.0535,0.028,0.0085,0.006,0.2065,0.319,0.238,0.208,0.0225,0.0,0.0,0.0,0.0,0.097,0.1845,0.3165,0.196,0.1245,0.0615,0.02,0.0,0.0,0.0,0.0385,0.231,0.3255,0.253,0.1265,0.0245,0.001,0.0,0.0,0.0,0.129,0.4195,0.3765,0.075,0.0,0.0,0.0,0.0,0.0,0.0
m1436_5677.obj,normalized_data/Ship/m1436_5677.obj,Ship,0.442,0.007,0.027,1887.154,1.0,0.596,43.511,0.309,0.18,0.0855,0.063,0.048,0.04,0.0565,0.0755,0.0935,0.049,0.277,0.303,0.2115,0.128,0.0775,0.003,0.0,0.0,0.0,0.0,0.2625,0.3085,0.207,0.129,0.067,0.0195,0.0065,0.0,0.0,0.0,0.227,0.592,0.18,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.477,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1450_6094.obj,normalized_data/Ship/m1450_6094.obj,Ship,0.915,-0.012,0.184,5552.677,1.004,-0.189,15.695,0.196,0.1955,0.1375,0.128,0.09,0.0755,0.0515,0.0585,0.0455,0.022,0.0735,0.3035,0.2585,0.214,0.1185,0.0195,0.009,0.0035,0.0,0.0,0.144,0.264,0.237,0.192,0.111,0.0435,0.0085,0.0,0.0,0.0,0.0725,0.37,0.3415,0.134,0.05,0.0215,0.009,0.0015,0.0,0.0,0.229,0.491,0.2065,0.066,0.0075,0.0,0.0,0.0,0.0,0.0
D00809_6467.obj,normalized_data/Ship/D00809_6467.obj,Ship,0.828,0.013,0.067,3186.181,1.001,0.417,52.204,0.3315,0.169,0.0815,0.0635,0.049,0.048,0.0565,0.076,0.093,0.032,0.1315,0.237,0.2375,0.211,0.1785,0.0045,0.0,0.0,0.0,0.0,0.2395,0.2395,0.235,0.147,0.0675,0.0565,0.015,0.0,0.0,0.0,0.1955,0.463,0.2755,0.06,0.006,0.0,0.0,0.0,0.0,0.0,0.4145,0.529,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1454_8110.obj,normalized_data/Ship/m1454_8110.obj,Ship,1.359,-0.031,0.389,2549.372,0.992,-0.198,2.769,0.1185,0.191,0.199,0.161,0.123,0.0825,0.0555,0.0355,0.025,0.009,0.043,0.14,0.3745,0.3175,0.115,0.01,0.0,0.0,0.0,0.0,0.072,0.214,0.2885,0.2435,0.1505,0.031,0.0005,0.0,0.0,0.0,0.036,0.176,0.3115,0.289,0.1405,0.041,0.006,0.0,0.0,0.0,0.082,0.309,0.343,0.199,0.061,0.005,0.0005,0.0005,0.0,0.0
m1428_5569.obj,normalized_data/Ship/m1428_5569.obj,Ship,0.456,-0.003,0.029,11392.391,1.0,-0.29,50.265,0.3695,0.159,0.071,0.0585,0.0385,0.04,0.053,0.067,0.091,0.0525,0.22,0.356,0.2575,0.1245,0.042,0.0,0.0,0.0,0.0,0.0,0.314,0.291,0.207,0.1235,0.051,0.0115,0.002,0.0,0.0,0.0,0.3395,0.576,0.0825,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.707,0.29,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1466_9736.obj,normalized_data/Ship/m1466_9736.obj,Ship,0.772,0.01,0.028,4483.505,0.997,0.646,52.261,0.29,0.137,0.1,0.0935,0.0905,0.071,0.067,0.0565,0.053,0.0415,0.3115,0.3835,0.004,0.0625,0.1375,0.101,0.0,0.0,0.0,0.0,0.323,0.2525,0.1565,0.132,0.076,0.014,0.0435,0.0025,0.0,0.0,0.2685,0.4645,0.243,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.5435,0.4355,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00429_6302.obj,normalized_data/Ship/D00429_6302.obj,Ship,1.47,-0.036,0.111,2417.393,1.003,-0.59,10.637,0.1955,0.1775,0.1505,0.135,0.093,0.082,0.0655,0.047,0.0395,0.0145,0.0125,0.5295,0.278,0.0985,0.0535,0.028,0.0,0.0,0.0,0.0,0.1625,0.3535,0.28,0.1135,0.0655,0.018,0.007,0.0,0.0,0.0,0.1835,0.312,0.311,0.166,0.0265,0.001,0.0,0.0,0.0,0.0,0.353,0.4105,0.207,0.0295,0.0,0.0,0.0,0.0,0.0,0.0
m1446_6122.obj,normalized_data/Ship/m1446_6122.obj,Ship,0.923,-0.011,0.033,7075.766,1.0,-0.648,81.015,0.397,0.1405,0.0615,0.0495,0.045,0.048,0.038,0.055,0.0905,0.075,0.305,0.351,0.088,0.0905,0.138,0.0275,0.0,0.0,0.0,0.0,0.3445,0.2595,0.155,0.146,0.0625,0.0165,0.016,0.0,0.0,0.0,0.4015,0.4995,0.096,0.0025,0.0005,0.0,0.0,0.0,0.0,0.0,0.776,0.222,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1427_5001.obj,normalized_data/Ship/m1427_5001.obj,Ship,0.395,0.003,0.033,6519.161,1.0,0.28,62.256,0.3445,0.156,0.0815,0.0555,0.044,0.038,0.0535,0.0725,0.094,0.0605,0.268,0.337,0.2365,0.1065,0.051,0.001,0.0,0.0,0.0,0.0,0.3235,0.317,0.197,0.1095,0.039,0.012,0.002,0.0,0.0,0.0,0.311,0.6015,0.0865,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.2715,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00791_9726.obj,normalized_data/Ship/D00791_9726.obj,Ship,1.366,-0.02,0.082,6459.177,1.007,-0.504,13.853,0.219,0.2065,0.141,0.0795,0.0735,0.064,0.074,0.068,0.0545,0.02,0.1675,0.352,0.2785,0.1305,0.057,0.0145,0.0,0.0,0.0,0.0,0.1935,0.376,0.231,0.1175,0.0585,0.02,0.0035,0.0,0.0,0.0,0.134,0.4535,0.3435,0.0645,0.004,0.0005,0.0,0.0,0.0,0.0,0.297,0.5845,0.118,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
D00539_6050.obj,normalized_data/Ship/D00539_6050.obj,Ship,0.998,0.001,0.028,3546059.019,1.001,0.028,78.047,0.3685,0.131,0.0745,0.0655,0.0425,0.0415,0.0525,0.067,0.0895,0.0675,0.0655,0.157,0.307,0.1865,0.266,0.018,0.0,0.0,0.0,0.0,0.232,0.2345,0.1535,0.129,0.1465,0.0665,0.0375,0.0005,0.0,0.0,0.1675,0.5015,0.305,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.4695,0.5125,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
